Frame,FrameDur (secs),MCPS,%SorterCoinLoss,%CpmCoinLoss,%LossError,PromptsMade,PromptsInHisto,SorterBusy,CPM Loss
SINO0000,100.0,12.8,0.0,14.7552111676,0.0,1470593762.0,1280000000.0,0.0,216989215.0
SINO0001,100.0,3.61803872,0.0079427010665,0.922199085807,0.0,361803872.0,361775135.0,28737.0,3336552.0
SINO0002,100.0,1.13757831,0.00709665429539,0.616008580543,0.0,113757831.0,113749758.0,8073.0,700758.0
